date_cleaned,topic_split,count
2024-06-06,science and technology,7
2024-06-06,sports,7
2024-06-07,armed conflicts and attacks,4
2024-06-07,disasters and accidents,4
2024-06-07,law and crime and politics,4
2024-06-07,politics and elections and economics,4
2024-06-08,armed conflicts and attacks,6
2024-06-08,business and economics,6
2024-06-08,disasters and accidents,6
2024-06-08,law and crime and politics,6
2024-06-08,politics and elections and economics,6
2024-06-08,sports,6
2024-06-09,armed conflicts and attacks,6
2024-06-09,arts and culture,6
2024-06-09,international relations,6
2024-06-09,law and crime and politics,6
2024-06-09,politics and elections and economics,6
2024-06-09,sports,6
2024-06-10,armed conflicts and attacks,5
2024-06-10,disasters and accidents,5
2024-06-10,law and crime and politics,5
2024-06-10,politics and elections and economics,5
2024-06-10,science and technology,5
2024-06-11,armed conflicts and attacks,6
2024-06-11,business and economics,6
2024-06-11,disasters and accidents,6
2024-06-11,international relations,6
2024-06-11,law and crime and politics,6
2024-06-11,politics and elections and economics,6
2024-06-12,armed conflicts and attacks,8
2024-06-12,arts and culture,8
2024-06-12,business and economics,8
2024-06-12,disasters and accidents,8
2024-06-12,international relations,8
2024-06-12,law and crime and politics,8
2024-06-12,politics and elections and economics,8
2024-06-12,science and technology,8
2024-06-13,armed conflicts and attacks,5
2024-06-13,disasters and accidents,5
2024-06-13,health and environment,5
2024-06-13,international relations,5
2024-06-13,law and crime and politics,5
2024-06-14,armed conflicts and attacks,5
2024-06-14,disasters and accidents,5
2024-06-14,health and environment,5
2024-06-14,law and crime and politics,5
2024-06-14,politics and elections and economics,5
2024-06-15,armed conflicts and attacks,5
2024-06-15,disasters and accidents,5
2024-06-15,international relations,5
2024-06-15,law and crime and politics,5
2024-06-15,politics and elections and economics,5
2024-06-16,armed conflicts and attacks,6
2024-06-16,arts and culture,6
2024-06-16,disasters and accidents,6
2024-06-16,law and crime and politics,6
2024-06-16,politics and elections and economics,6
2024-06-16,sports,6
2024-06-17,armed conflicts and attacks,6
2024-06-17,disasters and accidents,6
2024-06-17,international relations,6
2024-06-17,law and crime and politics,6
2024-06-17,politics and elections and economics,6
2024-06-17,sports,6
2024-06-18,armed conflicts and attacks,7
2024-06-18,business and economics,7
2024-06-18,disasters and accidents,7
2024-06-18,international relations,7
2024-06-18,law and crime and politics,7
2024-06-18,politics and elections and economics,7
2024-06-18,sports,7
2024-06-19,armed conflicts and attacks,7
2024-06-19,business and economics,7
2024-06-19,disasters and accidents,7
2024-06-19,international relations,7
2024-06-19,law and crime and politics,7
2024-06-19,politics and elections and economics,7
2024-06-19,sports,7
2024-06-20,armed conflicts and attacks,8
2024-06-20,arts and culture,8
2024-06-20,disasters and accidents,8
2024-06-20,international relations,8
2024-06-20,law and crime and politics,8
2024-06-20,politics and elections and economics,8
2024-06-20,science and technology,8
2024-06-20,sports,8
2024-06-21,armed conflicts and attacks,5
2024-06-21,business and economics,5
2024-06-21,disasters and accidents,5
2024-06-21,international relations,5
2024-06-21,law and crime and politics,5
2024-06-22,armed conflicts and attacks,5
2024-06-22,disasters and accidents,5
2024-06-22,law and crime and politics,5
2024-06-22,politics and elections and economics,5
2024-06-22,science and technology,5
2024-06-23,armed conflicts and attacks,3
2024-06-23,disasters and accidents,3
2024-06-23,politics and elections and economics,3
2024-06-24,armed conflicts and attacks,6
2024-06-24,disasters and accidents,6
2024-06-24,health and environment,6
2024-06-24,law and crime and politics,6
2024-06-24,politics and elections and economics,6
2024-06-24,sports,6
2024-06-25,armed conflicts and attacks,7
2024-06-25,business and economics,7
2024-06-25,disasters and accidents,7
2024-06-25,international relations,7
2024-06-25,law and crime and politics,7
2024-06-25,politics and elections and economics,7
2024-06-25,science and technology,7
2024-06-26,armed conflicts and attacks,6
2024-06-26,disasters and accidents,6
2024-06-26,international relations,6
2024-06-26,law and crime and politics,6
2024-06-26,politics and elections and economics,6
2024-06-26,sports,6
2024-06-27,disasters and accidents,4
2024-06-27,international relations,4
2024-06-27,law and crime and politics,4
2024-06-27,politics and elections and economics,4
2024-06-28,armed conflicts and attacks,7
2024-06-28,business and economics,7
2024-06-28,disasters and accidents,7
2024-06-28,health and environment,7
2024-06-28,law and crime and politics,7
2024-06-28,politics and elections and economics,7
2024-06-28,sports,7
2024-06-29,armed conflicts and attacks,6
2024-06-29,disasters and accidents,6
2024-06-29,health and environment,6
2024-06-29,international relations,6
2024-06-29,law and crime and politics,6
2024-06-29,politics and elections and economics,6
2024-06-30,armed conflicts and attacks,6
2024-06-30,arts and culture,6
2024-06-30,disasters and accidents,6
2024-06-30,health and environment,6
2024-06-30,politics and elections and economics,6
2024-06-30,sports,6
2024-07-01,armed conflicts and attacks,5
2024-07-01,disasters and accidents,5
2024-07-01,international relations,5
2024-07-01,law and crime and politics,5
2024-07-01,politics and elections and economics,5
2024-07-02,armed conflicts and attacks,6
2024-07-02,disasters and accidents,6
2024-07-02,international relations,6
2024-07-02,law and crime and politics,6
2024-07-02,politics and elections and economics,6
2024-07-02,science and technology,6
2024-07-03,armed conflicts and attacks,6
2024-07-03,arts and culture,6
2024-07-03,disasters and accidents,6
2024-07-03,health and environment,6
2024-07-03,law and crime and politics,6
2024-07-03,politics and elections and economics,6
2024-07-04,armed conflicts and attacks,7
2024-07-04,business and economics,7
2024-07-04,disasters and accidents,7
2024-07-04,health and environment,7
2024-07-04,international relations,7
2024-07-04,law and crime and politics,7
2024-07-04,politics and elections and economics,7
2024-07-05,armed conflicts and attacks,6
2024-07-05,business and economics,6
2024-07-05,disasters and accidents,6
2024-07-05,international relations,6
2024-07-05,law and crime and politics,6
2024-07-05,politics and elections and economics,6
2024-07-06,armed conflicts and attacks,5
2024-07-06,disasters and accidents,5
2024-07-06,international relations,5
2024-07-06,law and crime and politics,5
2024-07-06,politics and elections and economics,5
2024-07-07,armed conflicts and attacks,7
2024-07-07,disasters and accidents,7
2024-07-07,health and environment,7
2024-07-07,international relations,7
2024-07-07,politics and elections and economics,7
2024-07-07,science and technology,7
2024-07-07,sports,7
2024-07-08,armed conflicts and attacks,6
2024-07-08,business and economics,6
2024-07-08,disasters and accidents,6
2024-07-08,international relations,6
2024-07-08,law and crime and politics,6
2024-07-08,politics and elections and economics,6
2024-07-09,armed conflicts and attacks,6
2024-07-09,disasters and accidents,6
2024-07-09,international relations,6
2024-07-09,law and crime and politics,6
2024-07-09,politics and elections and economics,6
2024-07-09,sports,6
2024-07-10,armed conflicts and attacks,6
2024-07-10,business and economics,6
2024-07-10,disasters and accidents,6
2024-07-10,international relations,6
2024-07-10,law and crime and politics,6
2024-07-10,science and technology,6
2024-07-11,armed conflicts and attacks,4
2024-07-11,disasters and accidents,4
2024-07-11,law and crime and politics,4
2024-07-11,politics and elections and economics,4
2024-07-12,armed conflicts and attacks,6
2024-07-12,disasters and accidents,6
2024-07-12,international relations,6
2024-07-12,law and crime and politics,6
2024-07-12,politics and elections and economics,6
2024-07-12,sports,6
2024-07-13,armed conflicts and attacks,4
2024-07-13,international relations,4
2024-07-13,law and crime and politics,4
2024-07-13,sports,4
2024-07-14,armed conflicts and attacks,6
2024-07-14,disasters and accidents,6
2024-07-14,international relations,6
2024-07-14,law and crime and politics,6
2024-07-14,politics and elections and economics,6
2024-07-14,sports,6
2024-07-15,armed conflicts and attacks,7
2024-07-15,disasters and accidents,7
2024-07-15,international relations,7
2024-07-15,law and crime and politics,7
2024-07-15,politics and elections and economics,7
2024-07-15,science and technology,7
2024-07-15,sports,7
2024-07-16,armed conflicts and attacks,6
2024-07-16,disasters and accidents,6
2024-07-16,health and environment,6
2024-07-16,international relations,6
2024-07-16,law and crime and politics,6
2024-07-16,politics and elections and economics,6
2024-07-17,armed conflicts and attacks,9
2024-07-17,arts and culture,9
2024-07-17,business and economics,9
2024-07-17,disasters and accidents,9
2024-07-17,health and environment,9
2024-07-17,international relations,9
2024-07-17,law and crime and politics,9
2024-07-17,politics and elections and economics,9
2024-07-17,science and technology,9
2024-07-18,armed conflicts and attacks,7
2024-07-18,arts and culture,7
2024-07-18,business and economics,7
2024-07-18,disasters and accidents,7
2024-07-18,international relations,7
2024-07-18,law and crime and politics,7
2024-07-18,politics and elections and economics,7
2024-07-19,armed conflicts and attacks,7
2024-07-19,business and economics,7
2024-07-19,disasters and accidents,7
2024-07-19,international relations,7
2024-07-19,law and crime and politics,7
2024-07-19,politics and elections and economics,7
2024-07-19,science and technology,7
2024-07-20,armed conflicts and attacks,3
2024-07-20,disasters and accidents,3
2024-07-20,politics and elections and economics,3
2024-07-21,armed conflicts and attacks,6
2024-07-21,disasters and accidents,6
2024-07-21,international relations,6
2024-07-21,law and crime and politics,6
2024-07-21,politics and elections and economics,6
2024-07-21,sports,6
2024-07-22,armed conflicts and attacks,8
2024-07-22,business and economics,8
2024-07-22,disasters and accidents,8
2024-07-22,health and environment,8
2024-07-22,international relations,8
2024-07-22,law and crime and politics,8
2024-07-22,politics and elections and economics,8
2024-07-22,sports,8
2024-07-23,armed conflicts and attacks,6
2024-07-23,disasters and accidents,6
2024-07-23,health and environment,6
2024-07-23,international relations,6
2024-07-23,law and crime and politics,6
2024-07-23,politics and elections and economics,6
2024-07-24,armed conflicts and attacks,8
2024-07-24,arts and culture,8
2024-07-24,business and economics,8
2024-07-24,disasters and accidents,8
2024-07-24,international relations,8
2024-07-24,law and crime and politics,8
2024-07-24,science and technology,8
2024-07-24,sports,8
2024-07-25,armed conflicts and attacks,7
2024-07-25,business and economics,7
2024-07-25,disasters and accidents,7
2024-07-25,health and environment,7
2024-07-25,international relations,7
2024-07-25,law and crime and politics,7
2024-07-25,science and technology,7
2024-07-26,armed conflicts and attacks,5
2024-07-26,disasters and accidents,5
2024-07-26,international relations,5
2024-07-26,law and crime and politics,5
2024-07-26,sports,5
2024-07-27,armed conflicts and attacks,6
2024-07-27,arts and culture,6
2024-07-27,disasters and accidents,6
2024-07-27,health and environment,6
2024-07-27,law and crime and politics,6
2024-07-27,sports,6
2024-07-28,armed conflicts and attacks,6
2024-07-28,business and economics,6
2024-07-28,disasters and accidents,6
2024-07-28,international relations,6
2024-07-28,politics and elections and economics,6
2024-07-28,sports,6
2024-07-29,armed conflicts and attacks,7
2024-07-29,business and economics,7
2024-07-29,disasters and accidents,7
2024-07-29,international relations,7
2024-07-29,law and crime and politics,7
2024-07-29,politics and elections and economics,7
2024-07-29,sports,7
2024-07-30,armed conflicts and attacks,7
2024-07-30,business and economics,7
2024-07-30,disasters and accidents,7
2024-07-30,international relations,7
2024-07-30,law and crime and politics,7
2024-07-30,politics and elections and economics,7
2024-07-30,sports,7
2024-07-31,armed conflicts and attacks,5
2024-07-31,disasters and accidents,5
2024-07-31,international relations,5
2024-07-31,law and crime and politics,5
2024-07-31,sports,5
2024-08-01,armed conflicts and attacks,8
2024-08-01,business and economics,8
2024-08-01,disasters and accidents,8
2024-08-01,health and environment,8
2024-08-01,international relations,8
2024-08-01,law and crime and politics,8
2024-08-01,politics and elections and economics,8
2024-08-01,sports,8
2024-08-02,armed conflicts and attacks,7
2024-08-02,business and economics,7
2024-08-02,disasters and accidents,7
2024-08-02,international relations,7
2024-08-02,law and crime and politics,7
2024-08-02,politics and elections and economics,7
2024-08-02,sports,7
2024-08-03,armed conflicts and attacks,5
2024-08-03,business and economics,5
2024-08-03,disasters and accidents,5
2024-08-03,politics and elections and economics,5
2024-08-03,sports,5
2024-08-04,armed conflicts and attacks,4
2024-08-04,international relations,4
2024-08-04,law and crime and politics,4
2024-08-04,sports,4
2024-08-05,armed conflicts and attacks,7
2024-08-05,business and economics,7
2024-08-05,disasters and accidents,7
2024-08-05,international relations,7
2024-08-05,law and crime and politics,7
2024-08-05,politics and elections and economics,7
2024-08-05,sports,7
2024-08-06,armed conflicts and attacks,8
2024-08-06,arts and culture,8
2024-08-06,business and economics,8
2024-08-06,disasters and accidents,8
2024-08-06,international relations,8
2024-08-06,law and crime and politics,8
2024-08-06,politics and elections and economics,8
2024-08-06,sports,8
2024-08-07,armed conflicts and attacks,6
2024-08-07,disasters and accidents,6
2024-08-07,health and environment,6
2024-08-07,law and crime and politics,6
2024-08-07,politics and elections and economics,6
2024-08-07,sports,6
2024-08-08,armed conflicts and attacks,5
2024-08-08,disasters and accidents,5
2024-08-08,politics and elections and economics,5
2024-08-08,science and technology,5
2024-08-08,sports,5
2024-08-09,armed conflicts and attacks,7
2024-08-09,disasters and accidents,7
2024-08-09,international relations,7
2024-08-09,law and crime and politics,14
2024-08-09,politics and elections and economics,7
2024-08-09,sports,7
2024-08-10,armed conflicts and attacks,5
2024-08-10,arts and culture,5
2024-08-10,disasters and accidents,5
2024-08-10,politics and elections and economics,5
2024-08-10,sports,5
2024-08-11,armed conflicts and attacks,5
2024-08-11,disasters and accidents,5
2024-08-11,international relations,5
2024-08-11,politics and elections and economics,5
2024-08-11,sports,5
2024-08-12,armed conflicts and attacks,7
2024-08-12,arts and culture,7
2024-08-12,business and economics,7
2024-08-12,disasters and accidents,7
2024-08-12,law and crime and politics,7
2024-08-12,politics and elections and economics,7
2024-08-12,science and technology,7
2024-08-13,armed conflicts and attacks,5
2024-08-13,disasters and accidents,5
2024-08-13,law and crime and politics,5
2024-08-13,politics and elections and economics,5
2024-08-13,science and technology,5
2024-08-14,armed conflicts and attacks,5
2024-08-14,disasters and accidents,5
2024-08-14,health and environment,5
2024-08-14,law and crime and politics,5
2024-08-14,politics and elections and economics,5
2024-08-15,armed conflicts and attacks,8
2024-08-15,business and economics,8
2024-08-15,disasters and accidents,8
2024-08-15,health and environment,8
2024-08-15,international relations,8
2024-08-15,law and crime and politics,8
2024-08-15,politics and elections and economics,8
2024-08-15,sports,8
2024-08-16,armed conflicts and attacks,6
2024-08-16,disasters and accidents,6
2024-08-16,health and environment,6
2024-08-16,law and crime and politics,6
2024-08-16,politics and elections and economics,6
2024-08-16,science and technology,6
2024-08-17,armed conflicts and attacks,4
2024-08-17,disasters and accidents,4
2024-08-17,law and crime and politics,4
2024-08-17,politics and elections and economics,4
2024-08-18,armed conflicts and attacks,6
2024-08-18,disasters and accidents,6
2024-08-18,health and environment,6
2024-08-18,law and crime and politics,6
2024-08-18,politics and elections and economics,6
2024-08-18,sports,6
2024-08-19,armed conflicts and attacks,7
2024-08-19,arts and culture,7
2024-08-19,disasters and accidents,7
2024-08-19,health and environment,7
2024-08-19,law and crime and politics,7
2024-08-19,politics and elections and economics,7
2024-08-19,science and technology,7
2024-08-20,armed conflicts and attacks,6
2024-08-20,disasters and accidents,6
2024-08-20,health and environment,6
2024-08-20,international relations,6
2024-08-20,law and crime and politics,6
2024-08-20,science and technology,6
2024-08-21,armed conflicts and attacks,6
2024-08-21,business and economics,6
2024-08-21,disasters and accidents,6
2024-08-21,health and environment,6
2024-08-21,law and crime and politics,6
2024-08-21,politics and elections and economics,6
2024-08-22,armed conflicts and attacks,8
2024-08-22,arts and culture,8
2024-08-22,business and economics,8
2024-08-22,disasters and accidents,8
2024-08-22,health and environment,8
2024-08-22,international relations,8
2024-08-22,law and crime and politics,8
2024-08-22,politics and elections and economics,8
2024-08-23,armed conflicts and attacks,7
2024-08-23,business and economics,7
2024-08-23,disasters and accidents,7
2024-08-23,health and environment,7
2024-08-23,international relations,7
2024-08-23,law and crime and politics,7
2024-08-23,politics and elections and economics,7
2024-08-24,armed conflicts and attacks,5
2024-08-24,disasters and accidents,5
2024-08-24,health and environment,5
2024-08-24,international relations,5
2024-08-24,law and crime and politics,5
2024-08-25,armed conflicts and attacks,4
2024-08-25,arts and culture,4
2024-08-25,disasters and accidents,4
2024-08-25,law and crime and politics,4
2024-08-26,armed conflicts and attacks,6
2024-08-26,business and economics,6
2024-08-26,disasters and accidents,6
2024-08-26,health and environment,6
2024-08-26,international relations,6
2024-08-26,law and crime and politics,6
2024-08-27,armed conflicts and attacks,6
2024-08-27,disasters and accidents,6
2024-08-27,health and environment,6
2024-08-27,international relations,6
2024-08-27,law and crime and politics,6
2024-08-27,politics and elections and economics,6
2024-08-28,armed conflicts and attacks,7
2024-08-28,disasters and accidents,7
2024-08-28,international relations,7
2024-08-28,law and crime and politics,7
2024-08-28,politics and elections and economics,7
2024-08-28,science and technology,7
2024-08-28,sports,7
2024-08-29,armed conflicts and attacks,7
2024-08-29,business and economics,7
2024-08-29,disasters and accidents,7
2024-08-29,health and environment,7
2024-08-29,international relations,7
2024-08-29,law and crime and politics,7
2024-08-29,sports,7
2024-08-30,armed conflicts and attacks,6
2024-08-30,disasters and accidents,6
2024-08-30,international relations,6
2024-08-30,law and crime and politics,6
2024-08-30,politics and elections and economics,6
2024-08-30,sports,6
2024-08-31,armed conflicts and attacks,5
2024-08-31,disasters and accidents,5
2024-08-31,international relations,5
2024-08-31,science and technology,5
2024-08-31,sports,5
2024-09-01,armed conflicts and attacks,5
2024-09-01,disasters and accidents,5
2024-09-01,health and environment,5
2024-09-01,law and crime and politics,5
2024-09-01,politics and elections and economics,5
2024-09-02,armed conflicts and attacks,7
2024-09-02,arts and culture,7
2024-09-02,disasters and accidents,7
2024-09-02,international relations,7
2024-09-02,law and crime and politics,7
2024-09-02,politics and elections and economics,7
2024-09-02,sports,7
2024-09-03,armed conflicts and attacks,6
2024-09-03,disasters and accidents,6
2024-09-03,health and environment,6
2024-09-03,international relations,6
2024-09-03,law and crime and politics,6
2024-09-03,politics and elections and economics,6
2024-09-04,armed conflicts and attacks,7
2024-09-04,arts and culture,7
2024-09-04,disasters and accidents,7
2024-09-04,health and environment,7
2024-09-04,law and crime and politics,7
2024-09-04,politics and elections and economics,7
2024-09-04,science and technology,7
2024-09-05,armed conflicts and attacks,8
2024-09-05,arts and culture,8
2024-09-05,business and economics,8
2024-09-05,health and environment,8
2024-09-05,international relations,8
2024-09-05,law and crime and politics,8
2024-09-05,politics and elections and economics,8
2024-09-05,sports,8
2024-09-06,armed conflicts and attacks,4
2024-09-06,arts and culture,4
2024-09-06,disasters and accidents,4
2024-09-06,law and crime and politics,4
2024-09-07,armed conflicts and attacks,7
2024-09-07,disasters and accidents,7
2024-09-07,international relations,7
2024-09-07,law and crime and politics,7
2024-09-07,politics and elections and economics,7
2024-09-07,science and technology,7
2024-09-07,sports,7
2024-09-08,armed conflicts and attacks,6
2024-09-08,arts and culture,6
2024-09-08,disasters and accidents,6
2024-09-08,law and crime and politics,6
2024-09-08,politics and elections and economics,6
2024-09-08,sports,6
2024-09-09,armed conflicts and attacks,5
2024-09-09,business and economics,5
2024-09-09,disasters and accidents,5
2024-09-09,international relations,5
2024-09-09,law and crime and politics,5
2024-09-10,armed conflicts and attacks,5
2024-09-10,disasters and accidents,5
2024-09-10,international relations,5
2024-09-10,law and crime and politics,5
2024-09-10,politics and elections and economics,5
2024-09-11,armed conflicts and attacks,6
2024-09-11,business and economics,6
2024-09-11,disasters and accidents,6
2024-09-11,law and crime and politics,6
2024-09-11,politics and elections and economics,6
2024-09-11,science and technology,6
2024-09-12,armed conflicts and attacks,7
2024-09-12,business and economics,7
2024-09-12,health and environment,7
2024-09-12,international relations,7
2024-09-12,law and crime and politics,7
2024-09-12,politics and elections and economics,7
2024-09-12,science and technology,7
2024-09-13,armed conflicts and attacks,5
2024-09-13,business and economics,5
2024-09-13,disasters and accidents,5
2024-09-13,international relations,5
2024-09-13,law and crime and politics,5
2024-09-14,armed conflicts and attacks,3
2024-09-14,disasters and accidents,3
2024-09-14,politics and elections and economics,3
2024-09-15,armed conflicts and attacks,7
2024-09-15,disasters and accidents,7
2024-09-15,international relations,7
2024-09-15,law and crime and politics,7
2024-09-15,politics and elections and economics,7
2024-09-15,science and technology,7
2024-09-15,sports,7
2024-09-16,armed conflicts and attacks,5
2024-09-16,disasters and accidents,5
2024-09-16,international relations,5
2024-09-16,law and crime and politics,5
2024-09-16,politics and elections and economics,5
2024-09-17,armed conflicts and attacks,6
2024-09-17,disasters and accidents,6
2024-09-17,international relations,6
2024-09-17,law and crime and politics,6
2024-09-17,science and technology,6
2024-09-17,sports,6
2024-09-18,armed conflicts and attacks,4
2024-09-18,disasters and accidents,4
2024-09-18,law and crime and politics,4
2024-09-18,science and technology,4
2024-09-19,armed conflicts and attacks,6
2024-09-19,arts and culture,6
2024-09-19,disasters and accidents,6
2024-09-19,law and crime and politics,6
2024-09-19,politics and elections and economics,6
2024-09-19,sports,6
2024-09-20,armed conflicts and attacks,5
2024-09-20,disasters and accidents,5
2024-09-20,international relations,5
2024-09-20,law and crime and politics,5
2024-09-20,politics and elections and economics,5
2024-09-21,armed conflicts and attacks,5
2024-09-21,disasters and accidents,5
2024-09-21,law and crime and politics,5
2024-09-21,politics and elections and economics,5
2024-09-21,sports,5
2024-09-22,armed conflicts and attacks,5
2024-09-22,disasters and accidents,5
2024-09-22,law and crime and politics,5
2024-09-22,politics and elections and economics,5
2024-09-22,science and technology,5
2024-09-23,armed conflicts and attacks,7
2024-09-23,business and economics,7
2024-09-23,disasters and accidents,7
2024-09-23,health and environment,7
2024-09-23,international relations,7
2024-09-23,law and crime and politics,7
2024-09-23,sports,7
2024-09-24,armed conflicts and attacks,6
2024-09-24,disasters and accidents,6
2024-09-24,law and crime and politics,6
2024-09-24,politics and elections and economics,6
2024-09-24,science and technology,6
2024-09-24,sports,6
2024-09-25,armed conflicts and attacks,6
2024-09-25,business and economics,6
2024-09-25,disasters and accidents,6
2024-09-25,international relations,6
2024-09-25,law and crime and politics,6
2024-09-25,politics and elections and economics,6
2024-09-26,armed conflicts and attacks,4
2024-09-26,disasters and accidents,4
2024-09-26,international relations,4
2024-09-26,law and crime and politics,4
2024-09-27,armed conflicts and attacks,6
2024-09-27,disasters and accidents,6
2024-09-27,international relations,6
2024-09-27,law and crime and politics,6
2024-09-27,politics and elections and economics,6
2024-09-27,sports,6
2024-09-28,armed conflicts and attacks,5
2024-09-28,disasters and accidents,5
2024-09-28,health and environment,5
2024-09-28,law and crime and politics,5
2024-09-28,sports,5
2024-09-29,armed conflicts and attacks,4
2024-09-29,disasters and accidents,4
2024-09-29,law and crime and politics,4
2024-09-29,politics and elections and economics,4
2024-09-30,armed conflicts and attacks,5
2024-09-30,business and economics,5
2024-09-30,disasters and accidents,5
2024-09-30,international relations,5
2024-09-30,law and crime and politics,5
2024-10-01,armed conflicts and attacks,4
2024-10-01,business and economics,4
2024-10-01,disasters and accidents,4
2024-10-01,politics and elections and economics,4
2024-10-02,armed conflicts and attacks,6
2024-10-02,disasters and accidents,6
2024-10-02,international relations,6
2024-10-02,law and crime and politics,6
2024-10-02,science and technology,6
2024-10-02,sports,6
2024-10-03,armed conflicts and attacks,5
2024-10-03,disasters and accidents,5
2024-10-03,health and environment,5
2024-10-03,international relations,5
2024-10-03,law and crime and politics,5
2024-10-04,armed conflicts and attacks,6
2024-10-04,business and economics,6
2024-10-04,disasters and accidents,6
2024-10-04,international relations,6
2024-10-04,law and crime and politics,6
2024-10-04,politics and elections and economics,6
2024-10-05,armed conflicts and attacks,3
2024-10-05,disasters and accidents,3
2024-10-05,sports,3
2024-10-06,armed conflicts and attacks,3
2024-10-06,law and crime and politics,3
2024-10-06,science and technology,3
2024-10-07,armed conflicts and attacks,6
2024-10-07,disasters and accidents,6
2024-10-07,health and environment,6
2024-10-07,international relations,6
2024-10-07,politics and elections and economics,6
2024-10-07,science and technology,6
2024-10-08,armed conflicts and attacks,4
2024-10-08,health and environment,4
2024-10-08,law and crime and politics,4
2024-10-08,science and technology,4
2024-10-09,armed conflicts and attacks,8
2024-10-09,arts and culture,8
2024-10-09,disasters and accidents,8
2024-10-09,international relations,8
2024-10-09,law and crime and politics,8
2024-10-09,politics and elections and economics,8
2024-10-09,science and technology,8
2024-10-09,sports,8
2024-10-10,armed conflicts and attacks,9
2024-10-10,arts and culture,9
2024-10-10,disasters and accidents,9
2024-10-10,health and environment,9
2024-10-10,international relations,9
2024-10-10,law and crime and politics,9
2024-10-10,politics and elections and economics,9
2024-10-10,science and technology,9
2024-10-10,sports,9
2024-10-11,armed conflicts and attacks,5
2024-10-11,arts and culture,5
2024-10-11,business and economics,5
2024-10-11,disasters and accidents,5
2024-10-11,international relations,5
2024-10-12,armed conflicts and attacks,4
2024-10-12,disasters and accidents,4
2024-10-12,law and crime and politics,4
2024-10-12,science and technology,4
2024-10-13,armed conflicts and attacks,5
2024-10-13,disasters and accidents,5
2024-10-13,politics and elections and economics,5
2024-10-13,science and technology,5
2024-10-13,sports,5
2024-10-14,armed conflicts and attacks,5
2024-10-14,business and economics,5
2024-10-14,disasters and accidents,5
2024-10-14,law and crime and politics,5
2024-10-14,science and technology,5
2024-10-15,armed conflicts and attacks,7
2024-10-15,arts and culture,7
2024-10-15,business and economics,7
2024-10-15,disasters and accidents,7
2024-10-15,health and environment,7
2024-10-15,international relations,7
2024-10-15,law and crime and politics,7
2024-10-16,armed conflicts and attacks,3
2024-10-16,disasters and accidents,3
2024-10-16,law and crime and politics,3
2024-10-17,armed conflicts and attacks,4
2024-10-17,international relations,4
2024-10-17,law and crime and politics,4
2024-10-17,politics and elections and economics,4
2024-10-18,armed conflicts and attacks,5
2024-10-18,disasters and accidents,5
2024-10-18,international relations,5
2024-10-18,law and crime and politics,5
2024-10-18,politics and elections and economics,5
2024-10-19,armed conflicts and attacks,4
2024-10-19,disasters and accidents,4
2024-10-19,law and crime and politics,4
2024-10-19,science and technology,4
2024-10-20,armed conflicts and attacks,4
2024-10-20,disasters and accidents,4
2024-10-20,politics and elections and economics,4
2024-10-20,sports,4
2024-10-21,armed conflicts and attacks,6
2024-10-21,disasters and accidents,6
2024-10-21,health and environment,6
2024-10-21,international relations,6
2024-10-21,law and crime and politics,6
2024-10-21,politics and elections and economics,6
2024-10-22,armed conflicts and attacks,4
2024-10-22,disasters and accidents,4
2024-10-22,health and environment,4
2024-10-22,politics and elections and economics,4
2024-10-23,armed conflicts and attacks,5
2024-10-23,disasters and accidents,5
2024-10-23,health and environment,5
2024-10-23,international relations,5
2024-10-23,law and crime and politics,5
2024-10-24,armed conflicts and attacks,6
2024-10-24,business and economics,6
2024-10-24,disasters and accidents,6
2024-10-24,international relations,6
2024-10-24,law and crime and politics,6
2024-10-24,politics and elections and economics,6
2024-10-25,armed conflicts and attacks,5
2024-10-25,disasters and accidents,5
2024-10-25,law and crime and politics,5
2024-10-25,politics and elections and economics,5
2024-10-25,sports,5
2024-10-26,armed conflicts and attacks,4
2024-10-26,disasters and accidents,4
2024-10-26,law and crime and politics,4
2024-10-26,politics and elections and economics,4
2024-10-27,armed conflicts and attacks,3
2024-10-27,disasters and accidents,3
2024-10-27,politics and elections and economics,3
2024-10-28,armed conflicts and attacks,5
2024-10-28,arts and culture,5
2024-10-28,law and crime and politics,5
2024-10-28,politics and elections and economics,5
2024-10-28,sports,5
2024-10-29,armed conflicts and attacks,3
2024-10-29,disasters and accidents,3
2024-10-29,politics and elections and economics,3
2024-10-30,armed conflicts and attacks,5
2024-10-30,disasters and accidents,5
2024-10-30,law and crime and politics,5
2024-10-30,politics and elections and economics,5
2024-10-30,sports,5
2024-10-31,armed conflicts and attacks,8
2024-10-31,business and economics,8
2024-10-31,disasters and accidents,8
2024-10-31,health and environment,8
2024-10-31,international relations,8
2024-10-31,law and crime and politics,8
2024-10-31,politics and elections and economics,8
2024-10-31,science and technology,8
2024-11-01,armed conflicts and attacks,5
2024-11-01,business and economics,5
2024-11-01,disasters and accidents,5
2024-11-01,law and crime and politics,5
2024-11-01,politics and elections and economics,5
2024-11-02,armed conflicts and attacks,3
2024-11-02,disasters and accidents,3
2024-11-02,politics and elections and economics,3
2024-11-03,armed conflicts and attacks,5
2024-11-03,disasters and accidents,5
2024-11-03,health and environment,5
2024-11-03,politics and elections and economics,5
2024-11-03,sports,5
2024-11-04,armed conflicts and attacks,6
2024-11-04,arts and culture,6
2024-11-04,disasters and accidents,6
2024-11-04,international relations,6
2024-11-04,law and crime and politics,6
2024-11-04,politics and elections and economics,6
